ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component M603 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component M348 changed from PENDING to INSTALLED
[OBSERVER] Component M708 changed from PENDING to INSTALLED
[OBSERVER] Component M446 changed from PENDING to INSTALLED
[OBSERVER] Component M316 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to FAILED
[OBSERVER] Component M316 changed from INSTALLED to PENDING
[OBSERVER] Component M446 changed from INSTALLED to PENDING
[OBSERVER] Component M708 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from PENDING to FAILED
[OBSERVER] Component M348 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from PENDING to FAILED
[OBSERVER] Component M16 changed from PENDING to INSTALLED
ERROR: Component M381 is already set to fail
[OBSERVER] Component M574 changed from PENDING to FAILED
ERROR: Component with ID M209 already exists
[OBSERVER] Component M111 changed from PENDING to INSTALLED
[OBSERVER] Component M323 changed from PENDING to INSTALLED
ERROR: Component M918 is not in a mock fail state
[OBSERVER] Component M411 changed from PENDING to INSTALLED
ERROR: Component M449 is not in a mock fail state
ERROR: Component M601 is not in a mock fail state
[OBSERVER] Component M223 changed from PENDING to INSTALLED
[OBSERVER] Component P523 changed from PENDING to INSTALLED
ERROR: Component M473 is not currently installed
ERROR: Component M829 is already installed
ERROR: Component M801 is not in a mock fail state
ERROR: Component M366 is not in a mock fail state
ERROR: Component P22 is not in a mock fail state
[OBSERVER] Component M626 changed from PENDING to INSTALLED
ERROR: Component M676 is not in a mock fail state
[OBSERVER] Component M7 changed from PENDING to INSTALLED
[OBSERVER] Component M86 changed from PENDING to INSTALLED
[OBSERVER] Component P594 changed from PENDING to INSTALLED
[OBSERVER] Component M384 changed from PENDING to INSTALLED
[OBSERVER] Component P579 changed from PENDING to INSTALLED
[OBSERVER] Component M290 changed from PENDING to INSTALLED
[OBSERVER] Component P459 changed from PENDING to INSTALLED
ERROR: Component M715 is not currently installed
[OBSERVER] Component M760 changed from PENDING to INSTALLED
[OBSERVER] Component M774 changed from PENDING to INSTALLED
[OBSERVER] Component M900 changed from PENDING to INSTALLED
[OBSERVER] Component M136 changed from PENDING to INSTALLED
[OBSERVER] Component M764 changed from PENDING to INSTALLED
[OBSERVER] Component P115 changed from PENDING to INSTALLED
[OBSERVER] Component P9 changed from PENDING to INSTALLED
ERROR: Component P14 is not in a mock fail state
[OBSERVER] Component M756 changed from PENDING to INSTALLED
ERROR: Component with ID M181 already exists
ERROR: Component M894 is not in a mock fail state
[OBSERVER] Component M549 changed from PENDING to INSTALLED
ERROR: Component M776 is required by another package
[OBSERVER] Component M707 changed from PENDING to INSTALLED
ERROR: Component P551 is not currently installed
ERROR: Cannot attach to a module
[OBSERVER] Component M790 changed from PENDING to FAILED
ERROR: Component M197 is already installed
ERROR: Component M98 is already installed
[OBSERVER] Component P623 changed from INSTALLED to PENDING
[OBSERVER] Component P606 changed from FAILED to PENDING
[OBSERVER] Component P594 changed from INSTALLED to PENDING
[OBSERVER] Component P579 changed from INSTALLED to PENDING
[OBSERVER] Component P559 changed from INSTALLED to PENDING
[OBSERVER] Component P556 changed from INSTALLED to PENDING
[OBSERVER] Component P554 changed from INSTALLED to PENDING
[OBSERVER] Component P529 changed from INSTALLED to PENDING
[OBSERVER] Component P523 changed from INSTALLED to PENDING
[OBSERVER] Component P515 changed from FAILED to PENDING
[OBSERVER] Component P512 changed from INSTALLED to PENDING
[OBSERVER] Component P511 changed from INSTALLED to PENDING
[OBSERVER] Component P507 changed from INSTALLED to PENDING
[OBSERVER] Component P492 changed from INSTALLED to PENDING
[OBSERVER] Component P491 changed from INSTALLED to PENDING
[OBSERVER] Component P479 changed from INSTALLED to PENDING
[OBSERVER] Component P478 changed from INSTALLED to PENDING
[OBSERVER] Component P477 changed from INSTALLED to PENDING
[OBSERVER] Component P460 changed from FAILED to PENDING
[OBSERVER] Component P459 changed from INSTALLED to PENDING
[OBSERVER] Component P450 changed from INSTALLED to PENDING
[OBSERVER] Component P441 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from FAILED to PENDING
[OBSERVER] Component P421 changed from INSTALLED to PENDING
[OBSERVER] Component P416 changed from INSTALLED to PENDING
[OBSERVER] Component P411 changed from INSTALLED to PENDING
[OBSERVER] Component P396 changed from INSTALLED to PENDING
[OBSERVER] Component P384 changed from FAILED to PENDING
[OBSERVER] Component P365 changed from INSTALLED to PENDING
[OBSERVER] Component P357 changed from INSTALLED to PENDING
[OBSERVER] Component P353 changed from INSTALLED to PENDING
[OBSERVER] Component P350 changed from FAILED to PENDING
[OBSERVER] Component P345 changed from FAILED to PENDING
[OBSERVER] Component P313 changed from FAILED to PENDING
[OBSERVER] Component P305 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from FAILED to PENDING
[OBSERVER] Component P271 changed from INSTALLED to PENDING
[OBSERVER] Component P259 changed from INSTALLED to PENDING
[OBSERVER] Component P242 changed from INSTALLED to PENDING
[OBSERVER] Component P233 changed from INSTALLED to PENDING
[OBSERVER] Component P227 changed from FAILED to PENDING
[OBSERVER] Component P187 changed from INSTALLED to PENDING
[OBSERVER] Component P184 changed from INSTALLED to PENDING
[OBSERVER] Component P160 changed from INSTALLED to PENDING
[OBSERVER] Component P157 changed from INSTALLED to PENDING
[OBSERVER] Component P147 changed from INSTALLED to PENDING
[OBSERVER] Component P142 changed from INSTALLED to PENDING
[OBSERVER] Component P127 changed from FAILED to PENDING
[OBSERVER] Component P115 changed from INSTALLED to PENDING
[OBSERVER] Component P96 changed from INSTALLED to PENDING
[OBSERVER] Component P9 changed from INSTALLED to PENDING
[OBSERVER] Component M934 changed from INSTALLED to PENDING
[OBSERVER] Component M908 changed from INSTALLED to PENDING
[OBSERVER] Component M906 changed from INSTALLED to PENDING
[OBSERVER] Component M900 changed from INSTALLED to PENDING
[OBSERVER] Component M878 changed from INSTALLED to PENDING
[OBSERVER] Component M868 changed from INSTALLED to PENDING
[OBSERVER] Component M866 changed from INSTALLED to PENDING
[OBSERVER] Component M857 changed from INSTALLED to PENDING
[OBSERVER] Component M856 changed from INSTALLED to PENDING
[OBSERVER] Component M843 changed from INSTALLED to PENDING
[OBSERVER] Component M841 changed from INSTALLED to PENDING
[OBSERVER] Component M832 changed from INSTALLED to PENDING
[OBSERVER] Component M829 changed from INSTALLED to PENDING
[OBSERVER] Component M819 changed from FAILED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M790 changed from FAILED to PENDING
[OBSERVER] Component M784 changed from INSTALLED to PENDING
[OBSERVER] Component M776 changed from INSTALLED to PENDING
[OBSERVER] Component M774 changed from INSTALLED to PENDING
[OBSERVER] Component M771 changed from INSTALLED to PENDING
[OBSERVER] Component M764 changed from INSTALLED to PENDING
[OBSERVER] Component M760 changed from INSTALLED to PENDING
[OBSERVER] Component M757 changed from INSTALLED to PENDING
[OBSERVER] Component M756 changed from INSTALLED to PENDING
[OBSERVER] Component M753 changed from INSTALLED to PENDING
[OBSERVER] Component M750 changed from INSTALLED to PENDING
[OBSERVER] Component M739 changed from INSTALLED to PENDING
[OBSERVER] Component M731 changed from INSTALLED to PENDING
[OBSERVER] Component M707 changed from INSTALLED to PENDING
[OBSERVER] Component M704 changed from INSTALLED to PENDING
[OBSERVER] Component M676 changed from INSTALLED to PENDING
[OBSERVER] Component M643 changed from INSTALLED to PENDING
[OBSERVER] Component M642 changed from INSTALLED to PENDING
[OBSERVER] Component M636 changed from INSTALLED to PENDING
[OBSERVER] Component M631 changed from INSTALLED to PENDING
[OBSERVER] Component M626 changed from INSTALLED to PENDING
[OBSERVER] Component M615 changed from INSTALLED to PENDING
[OBSERVER] Component M603 changed from INSTALLED to PENDING
[OBSERVER] Component M602 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component M590 changed from INSTALLED to PENDING
[OBSERVER] Component M588 changed from INSTALLED to PENDING
[OBSERVER] Component M583 changed from INSTALLED to PENDING
[OBSERVER] Component M580 changed from INSTALLED to PENDING
[OBSERVER] Component M574 changed from FAILED to PENDING
[OBSERVER] Component M562 changed from INSTALLED to PENDING
[OBSERVER] Component M558 changed from INSTALLED to PENDING
[OBSERVER] Component M549 changed from INSTALLED to PENDING
[OBSERVER] Component M548 changed from INSTALLED to PENDING
[OBSERVER] Component M538 changed from INSTALLED to PENDING
[OBSERVER] Component M516 changed from INSTALLED to PENDING
[OBSERVER] Component M513 changed from INSTALLED to PENDING
[OBSERVER] Component M500 changed from INSTALLED to PENDING
[OBSERVER] Component M483 changed from INSTALLED to PENDING
[OBSERVER] Component M479 changed from INSTALLED to PENDING
[OBSERVER] Component M474 changed from INSTALLED to PENDING
[OBSERVER] Component M466 changed from INSTALLED to PENDING
[OBSERVER] Component M462 changed from INSTALLED to PENDING
[OBSERVER] Component M453 changed from INSTALLED to PENDING
[OBSERVER] Component M438 changed from INSTALLED to PENDING
[OBSERVER] Component M415 changed from INSTALLED to PENDING
[OBSERVER] Component M411 changed from INSTALLED to PENDING
[OBSERVER] Component M403 changed from INSTALLED to PENDING
[OBSERVER] Component M384 changed from INSTALLED to PENDING
[OBSERVER] Component M376 changed from INSTALLED to PENDING
[OBSERVER] Component M360 changed from INSTALLED to PENDING
[OBSERVER] Component M357 changed from INSTALLED to PENDING
[OBSERVER] Component M354 changed from INSTALLED to PENDING
[OBSERVER] Component M336 changed from INSTALLED to PENDING
[OBSERVER] Component M335 changed from INSTALLED to PENDING
[OBSERVER] Component M330 changed from INSTALLED to PENDING
[OBSERVER] Component M323 changed from INSTALLED to PENDING
[OBSERVER] Component M317 changed from FAILED to PENDING
[OBSERVER] Component M314 changed from INSTALLED to PENDING
[OBSERVER] Component M305 changed from INSTALLED to PENDING
[OBSERVER] Component M302 changed from INSTALLED to PENDING
[OBSERVER] Component M293 changed from FAILED to PENDING
[OBSERVER] Component M290 changed from INSTALLED to PENDING
[OBSERVER] Component M281 changed from INSTALLED to PENDING
[OBSERVER] Component M272 changed from INSTALLED to PENDING
[OBSERVER] Component M246 changed from INSTALLED to PENDING
[OBSERVER] Component M235 changed from INSTALLED to PENDING
[OBSERVER] Component M223 changed from INSTALLED to PENDING
[OBSERVER] Component M219 changed from FAILED to PENDING
[OBSERVER] Component M209 changed from INSTALLED to PENDING
[OBSERVER] Component M206 changed from INSTALLED to PENDING
[OBSERVER] Component M197 changed from INSTALLED to PENDING
[OBSERVER] Component M181 changed from INSTALLED to PENDING
[OBSERVER] Component M179 changed from INSTALLED to PENDING
[OBSERVER] Component M169 changed from INSTALLED to PENDING
[OBSERVER] Component M166 changed from INSTALLED to PENDING
[OBSERVER] Component M151 changed from INSTALLED to PENDING
[OBSERVER] Component M146 changed from INSTALLED to PENDING
[OBSERVER] Component M136 changed from INSTALLED to PENDING
[OBSERVER] Component M131 changed from INSTALLED to PENDING
[OBSERVER] Component M117 changed from INSTALLED to PENDING
[OBSERVER] Component M116 changed from INSTALLED to PENDING
[OBSERVER] Component M112 changed from INSTALLED to PENDING
[OBSERVER] Component M111 changed from INSTALLED to PENDING
[OBSERVER] Component M98 changed from INSTALLED to PENDING
[OBSERVER] Component M87 changed from INSTALLED to PENDING
[OBSERVER] Component M86 changed from INSTALLED to PENDING
[OBSERVER] Component M81 changed from INSTALLED to PENDING
[OBSERVER] Component M72 changed from INSTALLED to PENDING
[OBSERVER] Component M63 changed from INSTALLED to PENDING
[OBSERVER] Component M51 changed from INSTALLED to PENDING
[OBSERVER] Component M48 changed from INSTALLED to PENDING
[OBSERVER] Component M44 changed from INSTALLED to PENDING
[OBSERVER] Component M16 changed from INSTALLED to PENDING
[OBSERVER] Component M7 changed from INSTALLED to PENDING
[OBSERVER] Component M5 changed from INSTALLED to PENDING
[OBSERVER] Component M3 changed from INSTALLED to PENDING
ERROR: Component M219 is not in a mock fail state
[OBSERVER] Component M627 changed from PENDING to INSTALLED
[OBSERVER] Component M650 changed from PENDING to INSTALLED
[OBSERVER] Component M408 changed from PENDING to INSTALLED
[OBSERVER] Component P320 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
ERROR: Component P232 is not currently installed
ERROR: Component M912 is not currently installed
ERROR: Component P387 is not currently installed
[OBSERVER] Component M152 changed from PENDING to INSTALLED
[OBSERVER] Component M513 changed from PENDING to INSTALLED
